customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value,year,car_price_qar,monthly_sales,dealer_rating,promotion_active,transmission,market_demand_index,maintenance_cost_qar,sale_month,sale_year,fuel_energy_price_index,interest_rate_pct,supply_chain_constraint_index,competitive_pressure_index,seasonality_index,used_car_market_pressure,weather_climate_index
CUST01205,British,Individual,High,95,0.2,Mercedes,E-Class,Platinum,2024,V8,Electric,White,406574,2024-01-21,Showroom,2,398442.52,Lease,227434,54,Slow-Moving,0.24,76253,1258,City,2024-06-19,4,3631,32,Out of Warranty,11667,2695,223677,2017,259589,3,4.0,0,Automatic,1.29,7620,1,2019,80.8233797718321,7.0442958683821,0.5901337091852985,0.7483808738894562,1.244377851952437,1.4799155787778013,1.0686122685044435
CUST01267,Indian,Fleet,High,71,0.14,Lexus,RX350,Platinum,2021,Inline-4,Petrol,Black,354655,2023-10-27,Online,5,336922.25,Lease,198941,112,Fast-Moving,0.21,11602,3181,Mixed,2025-03-14,3,3065,62,Out of Warranty,4915,2904,451960,2016,163279,20,3.7,0,Automatic,1.1,6372,1,2019,118.79639408647978,6.416134971317977,0.32300390805659784,1.1165017049627193,1.0318838340033727,0.9324306427602472,0.6843831610435377
CUST01348,Egyptian,Fleet,Low,76,0.3,BMW,X7,Base,2021,V8,Hybrid,Black,325844,2022-08-29,Online,2,319327.12,Cash,211671,66,Fast-Moving,0.14,62348,3739,City,2023-11-11,7,3753,112,Out of Warranty,16895,14642,159095,2018,56213,38,3.9,0,Automatic,0.99,2338,1,2019,113.29770563201687,7.211240246590785,0.39513516760488926,1.1599260874647634,1.1724861568200442,1.1780383781157342,0.820433072761282
CUST01632,Jordanian,Corporate,High,52,0.3,Toyota,Land Cruiser,Premium,2023,Inline-4,Electric,White,326642,2023-03-25,Fleet Sales,0,326642.0,Bank Loan,238956,34,Slow-Moving,0.09,28996,3456,City,2023-10-05,5,3382,35,Under Warranty,20959,2264,415360,2019,326946,42,4.8,0,Manual,0.93,8564,1,2019,88.49356442713105,4.830626399283566,0.5238441023342297,0.9750538775418117,1.254542699452506,1.127727535573841,0.9252792561833347
CUST01710,Filipino,Fleet,Low,77,0.3,Lexus,LX600,Base,2022,V8,Diesel,Black,364572,2023-02-06,Showroom,3,353634.84,Lease,120241,10,Fast-Moving,0.14,43775,1382,City,2023-05-24,3,2353,101,Out of Warranty,17579,1825,332710,2018,68717,4,4.3,1,Automatic,1.12,2225,1,2019,87.27299868828402,5.512837667006172,0.5393900637015894,0.699481512620948,0.7978810687454831,0.6043035508851576,0.8726031736629192
CUST01924,Qatari,Corporate,Low,42,0.28,Mercedes,E-Class,Platinum,2023,V6,Petrol,Blue,282470,2022-07-26,Showroom,1,279645.3,Cash,144867,24,Medium-Moving,0.19,102610,2532,Highway,2024-01-16,0,841,74,Out of Warranty,8899,4782,401237,2019,53013,16,4.6,0,Automatic,0.83,4436,1,2019,87.33618039413736,3.5563186531315627,0.9297096515234671,1.0560462319797312,0.9567246902293807,1.2479275370643161,0.838677503242643
CUST01925,Indian,Individual,Medium,79,0.11,BMW,X5,Platinum,2024,V6,Diesel,White,264638,2023-11-11,Showroom,7,246113.34,Cash,130104,51,Fast-Moving,0.13,13810,3308,Mixed,2024-01-15,4,2840,35,Out of Warranty,20807,11070,338507,2015,56446,10,4.0,0,Automatic,1.13,1218,1,2019,92.1696897183815,3.527830349213165,0.8192690364865605,0.42069366538033615,0.9599262410287652,0.8231592034335765,1.0312991385363175
CUST01944,Pakistani,Fleet,Low,40,0.44,BMW,X7,Base,2024,V8,Hybrid,Blue,92008,2023-03-28,Online,5,87407.6,Cash,45125,179,Medium-Moving,0.14,14999,2278,Mixed,2023-08-24,7,1396,28,Out of Warranty,1414,2952,504133,2025,109442,44,4.1,0,Automatic,1.12,2751,1,2019,100.99025726528951,4.46050648180608,0.9805280777309286,0.4821967284315369,0.9126833502630125,1.298939549196735,0.6327021025427024
CUST02040,Filipino,Fleet,High,56,0.24,Lexus,RX350,Premium,2024,Inline-4,Diesel,Black,432763,2023-10-08,Fleet Sales,3,419780.11,Bank Loan,211125,75,Fast-Moving,0.15,78841,5056,Highway,2025-04-09,3,3897,84,Under Warranty,23263,4319,169830,2017,128708,29,4.0,1,Automatic,1.01,5986,1,2019,97.27780074568463,3.903228788556341,0.7193500572346683,0.9290989891002889,0.7053435199309839,1.1076407826153825,0.8828462034755651
CUST02049,Filipino,Corporate,Medium,83,0.42,Nissan,Patrol,Platinum,2023,V6,Hybrid,Black,417213,2022-06-28,Online,6,392180.22,Bank Loan,129132,92,Medium-Moving,0.2,36060,953,City,2022-12-24,3,1162,71,Out of Warranty,21652,8920,419448,2017,224060,16,4.3,0,Automatic,0.67,3653,1,2019,91.64916560792167,4.5408454717430144,0.46919961246392256,0.6329988602160459,1.1895832646668572,0.8170914899534896,0.7573090142337608
CUST02292,Pakistani,Corporate,Medium,69,0.09,Mercedes,G-Class,Platinum,2021,V6,Electric,White,296661,2023-05-16,Online,7,275894.73,Bank Loan,160299,11,Medium-Moving,0.15,16704,5764,Mixed,2024-05-22,8,1168,108,Under Warranty,16185,14268,108244,2018,229760,32,4.0,0,Automatic,0.81,5863,1,2019,104.47411578889518,4.20817317811359,0.52935852094515,1.1611089747203822,0.7669355929323416,0.8562929603310709,0.6507710311408553
CUST02529,Egyptian,Individual,Low,89,0.28,Toyota,Corolla,Premium,2022,V8,Petrol,Silver,135857,2023-08-13,Showroom,4,130422.72,Bank Loan,66342,153,Slow-Moving,0.11,39528,852,Mixed,2023-11-30,3,972,7,Under Warranty,16786,14840,598780,2023,176753,8,3.8,0,Automatic,1.18,5735,1,2019,85.57975442608168,3.614080099354593,0.523885146304377,0.7488484896738438,1.2972883587530553,1.2315073696663608,0.8789322948017793
CUST02575,Indian,Individual,High,95,0.09,Mercedes,E-Class,Premium,2022,Inline-4,Diesel,Gray,277627,2024-06-02,Online,2,272074.46,Lease,2658,25,Fast-Moving,0.17,100452,4275,Mixed,2026-04-14,7,2285,89,Out of Warranty,22366,9563,346333,2021,118697,10,5.0,0,Automatic,0.93,4206,1,2019,91.68578594140872,7.137216585624198,0.5285460293642761,0.7434918563113415,1.163775095146709,1.0500593151228819,0.7028212146423413
CUST02607,Indian,Individual,Low,89,0.11,Lexus,LX600,Premium,2021,V8,Electric,White,179401,2023-12-28,Showroom,1,177606.99,Lease,78238,120,Fast-Moving,0.1,111817,2316,Mixed,2024-08-14,2,1267,101,Out of Warranty,4785,14429,470996,2024,339604,34,4.6,0,Automatic,0.97,8032,1,2019,94.65447373174767,3.532892525555566,0.7710749211782709,0.942463608152745,1.0480060105639086,1.1683510406713151,0.7549345691341252
CUST02868,Indian,Individual,Medium,78,0.2,Lexus,RX350,Base,2023,V6,Hybrid,Blue,277129,2023-03-21,Showroom,6,260501.26,Lease,32958,62,Fast-Moving,0.13,5965,563,Highway,2023-07-11,2,1398,66,Under Warranty,8141,12225,248951,2020,156284,18,4.0,1,Automatic,1.28,7646,1,2019,98.24279936868143,6.444328577348342,0.6715655496632913,1.0140548498449515,0.7927638506449585,0.6583183210751883,0.9042052377060454
CUST03017,Qatari,Corporate,Low,89,0.1,Mercedes,E-Class,Mid,2021,Inline-4,Hybrid,Gray,103437,2024-05-06,Showroom,5,98265.15,Lease,47544,76,Slow-Moving,0.12,66951,551,City,2024-11-14,8,2375,54,Under Warranty,1266,5686,369843,2025,318453,24,4.7,0,Automatic,0.65,1568,1,2019,111.40703845572054,4.108591547678066,0.5697969246606509,0.7804469905001092,1.0092357828359482,1.2869766722284186,1.184225387959693
CUST03090,Qatari,Corporate,Low,85,0.26,Mercedes,G-Class,Premium,2024,Inline-4,Electric,Black,209068,2022-03-15,Showroom,4,200705.28,Lease,70348,132,Slow-Moving,0.23,119195,3799,Highway,2023-10-12,5,2660,119,Under Warranty,16069,9362,544557,2023,300880,40,3.5,0,Automatic,1.12,3869,1,2019,87.98695128633439,7.1489184879984,0.4043628381101016,0.5712007213693793,0.8566652445146853,0.8203913189150347,1.0105530040821336
CUST03097,Jordanian,Corporate,Low,92,0.41,Toyota,Land Cruiser,Mid,2024,V8,Diesel,Blue,269897,2023-06-03,Showroom,1,267198.03,Lease,165537,24,Medium-Moving,0.18,55731,704,Mixed,2023-09-28,7,2910,72,Out of Warranty,9663,1197,556492,2015,333964,16,4.8,0,Manual,1.25,1063,1,2019,100.56937753654447,7.071183758359544,0.3154974140595021,1.0186469141804972,0.8513935147258417,1.1198612671576733,0.7677730788940949
CUST03189,Qatari,Individual,Low,43,0.08,BMW,X7,Premium,2023,V8,Hybrid,Blue,429974,2023-09-27,Online,4,412775.04,Lease,50835,30,Fast-Moving,0.21,44560,2035,Mixed,2023-11-07,5,2404,101,Under Warranty,21291,3048,371143,2019,184787,21,3.8,0,Automatic,0.78,6717,1,2019,103.6965827544817,6.11560458547703,0.4531842743113848,0.6562810198989021,1.1977175496294912,0.6146798252420087,0.8294436315452258
CUST03314,Qatari,Individual,Medium,97,0.05,Nissan,Altima,Base,2022,Inline-4,Electric,Black,279221,2023-12-27,Showroom,6,262467.74,Bank Loan,15953,143,Slow-Moving,0.2,51773,2503,City,2025-09-06,7,2438,47,Under Warranty,22124,2702,426291,2022,148187,11,4.4,0,Automatic,1.29,5529,1,2019,81.8580165087999,6.188936599202421,0.37522998277807684,0.5400886154350861,0.9283866543756608,0.821420241156967,0.8436798913925863
CUST03342,Indian,Fleet,Low,65,0.12,Mercedes,G-Class,Premium,2021,V8,Petrol,Blue,250808,2022-09-25,Showroom,6,235759.52,Lease,58155,105,Medium-Moving,0.19,46818,3434,Mixed,2024-03-09,1,1021,78,Under Warranty,19294,2831,186169,2023,225791,3,4.7,1,Manual,1.07,5459,1,2019,104.30179407605753,3.521356567878754,0.8498115215965676,0.9053121519400106,0.9704342820344825,1.1488672930666417,0.6921825740066263
CUST03350,Indian,Individual,Low,41,0.12,Toyota,Camry,Premium,2021,Inline-4,Diesel,Black,163148,2022-09-20,Fleet Sales,6,153359.12,Cash,107594,163,Medium-Moving,0.13,7132,3013,City,2024-06-04,8,2881,79,Under Warranty,13205,3854,507173,2019,142327,44,4.0,0,Manual,1.29,4720,1,2019,86.82096494749166,7.439486264454408,0.37874857046971977,0.4723629335922803,1.205778842668071,0.7742061322902506,0.6963925133158084
CUST03369,Jordanian,Corporate,Medium,77,0.21,BMW,X5,Premium,2021,V6,Hybrid,Silver,365961,2023-03-19,Online,6,344003.34,Lease,130417,171,Fast-Moving,0.16,111681,5814,City,2024-10-16,2,1833,31,Under Warranty,20562,13221,567900,2018,231914,40,3.7,1,Automatic,0.79,7829,1,2019,82.60206371941118,7.0113304143032575,0.8069597661147854,1.177082140068844,0.7526743754313054,1.380312196749817,0.6890368340924187
CUST03398,Qatari,Individual,High,41,0.24,Lexus,RX350,Mid,2021,Inline-4,Petrol,Black,187612,2023-08-02,Fleet Sales,8,172603.04,Lease,97754,102,Medium-Moving,0.2,115508,3428,Highway,2024-07-08,2,3709,49,Out of Warranty,3037,13736,350976,2019,184333,38,4.5,0,Manual,1.24,7436,1,2019,117.95542149013333,7.0804249029203685,0.5699610828432577,0.9059178115297095,1.0567707118546297,1.1612283994434205,0.9129984826421501
CUST03518,Indian,Individual,High,87,0.18,Mercedes,E-Class,Mid,2023,V8,Petrol,White,201625,2023-07-15,Showroom,6,189527.5,Lease,18966,38,Slow-Moving,0.09,23613,4850,Mixed,2024-12-19,3,3986,80,Under Warranty,20779,110,332173,2024,134854,38,4.3,0,Automatic,0.79,1362,1,2019,118.62528132298237,6.136978148203488,0.35136487282064316,1.1887164167374045,1.0469294088238228,1.3702783932967957,1.0045116520438249
CUST03560,Indian,Corporate,Medium,41,0.16,Nissan,Patrol,Base,2021,Inline-4,Diesel,Black,400974,2023-07-31,Showroom,6,376915.56,Bank Loan,108567,159,Slow-Moving,0.24,98241,1595,Highway,2024-05-12,5,3161,88,Under Warranty,13347,14327,467264,2025,49407,8,4.3,0,Automatic,0.84,3036,1,2019,112.33589392465845,4.879147714618146,0.86891103460211,0.6711147387829088,0.9551287415600052,0.8953907022511207,0.9544324107664959
CUST03676,Pakistani,Individual,Medium,100,0.08,BMW,X5,Mid,2021,V8,Petrol,Gray,274425,2022-02-08,Fleet Sales,2,268936.5,Bank Loan,191970,174,Fast-Moving,0.13,82529,3188,Highway,2022-04-23,4,3075,7,Out of Warranty,21350,13274,211135,2017,158371,2,4.5,0,Manual,0.89,909,1,2019,92.18455076693482,7.074594596361923,0.7057413991656294,1.1769641289523183,1.1978647848544557,0.533985142624675,1.186660311272009
CUST03898,Indian,Individual,High,67,0.33,Lexus,LX600,Mid,2023,V6,Petrol,Gray,204503,2022-03-05,Online,5,194277.85,Lease,1686,143,Fast-Moving,0.2,73700,3454,City,2023-11-30,6,3169,53,Out of Warranty,2419,4889,579756,2016,218951,4,4.4,1,Automatic,1.18,3024,1,2019,83.90688456025535,4.66606771260477,0.4650330590045011,0.5164497981828988,1.2657340368014156,1.0761399633551028,0.6755247433545911
CUST03907,Pakistani,Corporate,High,70,0.25,Mercedes,G-Class,Base,2023,V8,Hybrid,Gray,376314,2022-01-04,Showroom,1,372550.86,Cash,132075,85,Slow-Moving,0.18,57513,3658,City,2022-12-16,6,985,57,Under Warranty,5848,14621,543776,2019,273013,32,3.8,1,Manual,1.12,5590,1,2019,107.36932106048627,5.750846173368812,0.9262768220328674,0.43255581787762276,0.9792015171481665,0.8391935027253723,1.191884643781653
CUST03923,Filipino,Fleet,Medium,73,0.39,BMW,X5,Base,2021,Inline-4,Electric,Gray,128842,2023-12-23,Online,6,121111.48,Cash,49805,34,Slow-Moving,0.18,38966,3782,City,2024-10-31,2,3912,16,Under Warranty,1661,9300,93501,2016,179608,34,3.7,0,Automatic,1.06,3075,1,2019,97.60609974958405,3.8989238893755296,0.331680819709386,0.4263872483636821,0.9736882305990398,0.9481883759223533,0.8800043603327351
CUST04061,Pakistani,Corporate,Medium,74,0.15,Lexus,RX350,Base,2021,V8,Hybrid,Silver,233444,2023-08-02,Online,3,226440.68,Lease,55059,148,Slow-Moving,0.22,17431,4077,Highway,2024-05-20,4,2119,115,Out of Warranty,17511,7764,398969,2015,274317,15,4.2,0,Manual,0.72,2704,1,2019,84.88152939379115,7.187822520531,0.44127372573843404,0.7718962964793816,1.001238237802447,1.1811102139227487,0.7311796726662826
CUST04134,British,Corporate,Medium,69,0.38,BMW,X7,Mid,2021,Inline-4,Hybrid,Black,259139,2024-02-08,Online,3,251364.83,Lease,101920,77,Medium-Moving,0.11,84479,5310,Mixed,2024-08-01,2,929,29,Out of Warranty,6401,9143,185155,2016,161298,34,3.7,1,Automatic,1.09,3505,1,2019,99.80707640445081,4.063081831084853,0.8264328494641027,0.46640335798287585,1.133874418499837,1.2006646670708716,1.1659684956034542
CUST04178,Pakistani,Fleet,Medium,86,0.25,BMW,X7,Base,2023,V6,Petrol,Blue,331971,2023-04-17,Fleet Sales,0,331971.0,Bank Loan,2668,21,Slow-Moving,0.1,23897,2568,Mixed,2024-11-02,6,3016,42,Out of Warranty,19514,4429,231464,2018,204770,22,4.0,0,Automatic,1.19,8613,1,2019,81.37554084460874,4.399587222921629,0.7965645512169224,0.8097343073340814,1.1008361744193773,0.5275564148658154,0.8811679860867556
CUST04207,Egyptian,Fleet,Low,56,0.29,Toyota,Camry,Base,2024,V6,Diesel,Gray,204035,2022-07-07,Showroom,2,199954.3,Cash,140183,12,Slow-Moving,0.23,110397,5954,City,2024-05-10,5,3765,92,Under Warranty,11119,8900,163455,2025,102156,9,3.8,0,Automatic,0.98,7026,1,2019,116.37281608315129,5.7325366325128595,0.5024901856071347,0.6620004028071204,0.8337009695241322,1.2693026728396135,0.8084081731263122
CUST04284,Egyptian,Individual,High,48,0.23,Nissan,Altima,Platinum,2024,V6,Hybrid,White,226688,2022-09-11,Online,7,210819.84,Lease,73522,18,Fast-Moving,0.19,18122,4162,Highway,2023-10-11,7,2428,48,Out of Warranty,518,1706,413423,2024,139417,28,4.5,0,Automatic,0.94,1721,1,2019,90.35119926400068,6.556372000851926,0.34341741274694815,0.6685031939792925,0.738337209159606,0.9935189149560789,0.728286062290774
CUST04670,Indian,Individual,High,88,0.4,Lexus,RX350,Premium,2024,V6,Diesel,White,285818,2024-05-28,Online,7,265810.74,Bank Loan,64901,104,Slow-Moving,0.22,60694,2319,Highway,2024-07-17,4,3071,16,Out of Warranty,11392,5550,277770,2020,88257,4,4.1,1,Manual,0.72,3097,1,2019,106.50089137415928,5.977405223745196,0.9006546505574606,0.9084871972361358,1.2695524778900737,1.05669877332455,0.7607252706694813
CUST04742,Pakistani,Individual,High,88,0.15,BMW,X7,Mid,2021,V8,Diesel,Black,371337,2024-03-31,Fleet Sales,2,363910.26,Bank Loan,259942,32,Slow-Moving,0.1,80607,1860,Highway,2025-01-29,6,2968,15,Under Warranty,19350,1785,254650,2020,331196,44,4.1,0,Automatic,1.17,3245,1,2019,92.46844304357644,4.428535651200624,0.5195883466489317,0.5304784049212962,0.8566418558402226,0.7979941851898525,1.1875317061363315
CUST04812,British,Individual,Low,91,0.24,Mercedes,G-Class,Mid,2021,V6,Electric,Blue,391151,2024-03-29,Online,1,387239.49,Lease,209178,17,Fast-Moving,0.22,9988,2421,City,2025-10-29,7,1416,48,Out of Warranty,471,11918,576677,2021,162192,13,4.1,0,Automatic,1.18,3081,1,2019,100.80272084711243,3.5037721701099613,0.43699939044978564,1.0132426962717846,1.083158010814355,0.920833786000581,0.7823840639428645
CUST04819,British,Fleet,Low,82,0.23,Nissan,Patrol,Premium,2023,V6,Electric,Gray,345263,2022-12-05,Online,1,341810.37,Bank Loan,259133,26,Slow-Moving,0.21,10780,5120,Highway,2023-11-10,2,1915,98,Out of Warranty,23339,12349,278077,2021,72355,13,3.5,0,Automatic,0.65,6005,1,2019,101.86841117373119,6.528602321229757,0.6612432756526839,0.8656247358229078,1.1970628016462335,1.2103751339793316,1.186683554255763
CUST04858,Filipino,Corporate,Low,88,0.17,BMW,X5,Platinum,2023,Inline-4,Hybrid,Blue,89336,2022-07-31,Online,3,86655.92,Lease,51290,109,Medium-Moving,0.1,60080,1382,City,2024-01-28,8,3155,33,Out of Warranty,8250,11659,385082,2022,288928,29,4.5,0,Automatic,0.74,1567,1,2019,87.39417822102108,7.4408293036443744,0.9371590394977132,1.1319557030780087,0.8801660503283117,1.2767138029442586,0.7981289919672523
CUST04871,Qatari,Individual,High,79,0.11,Toyota,Camry,Platinum,2021,V6,Hybrid,Black,447340,2023-02-22,Online,6,420499.6,Bank Loan,127727,160,Slow-Moving,0.21,112338,1812,Highway,2023-07-03,1,3940,120,Under Warranty,24802,11161,599805,2018,322320,8,3.9,0,Automatic,1.07,2909,1,2019,118.78338511058234,6.739652481224361,0.3304826044903627,0.6918725230140187,1.0812600481941572,0.887106181167978,0.7388510793531371
CUST04920,Filipino,Individual,Medium,83,0.24,Nissan,Patrol,Premium,2021,V6,Diesel,White,167617,2023-07-21,Showroom,1,165940.83,Lease,14299,180,Fast-Moving,0.16,39763,1970,City,2023-11-25,5,1801,54,Under Warranty,20367,14609,225812,2023,340434,36,4.6,0,Automatic,1.01,1746,1,2019,111.00531293444459,5.340826472626461,0.8360628616216215,1.1861719936537005,0.7647401446895349,1.1911175326513301,0.7100185097411084
CUST05074,British,Individual,Low,42,0.09,Lexus,RX350,Base,2023,Inline-4,Diesel,Silver,131885,2022-08-09,Showroom,3,127928.45,Bank Loan,37176,21,Fast-Moving,0.23,47630,1888,Highway,2024-03-13,7,1915,65,Out of Warranty,6380,12603,371227,2016,193455,28,4.1,0,Automatic,0.88,5533,1,2019,117.57995766256757,7.115069045596426,0.7007312595570963,0.8606621173712186,1.2819588666253965,0.758043501688438,0.8471127031643981
CUST05245,Indian,Fleet,High,40,0.3,BMW,X7,Platinum,2023,V6,Electric,Gray,88808,2023-10-19,Fleet Sales,0,88808.0,Cash,26219,85,Fast-Moving,0.19,55706,3734,Highway,2024-06-19,1,2376,64,Out of Warranty,2111,14618,558076,2019,326840,7,4.3,0,Automatic,0.82,7956,1,2019,115.79309401710594,5.1393906924734,0.5978143815862718,1.1787215649500271,0.7348949650303754,1.332022665177515,0.7420838691210163
CUST05481,Jordanian,Individual,Low,89,0.14,Lexus,RX350,Mid,2024,Inline-4,Petrol,Blue,384098,2022-12-19,Online,0,384098.0,Lease,22115,178,Fast-Moving,0.2,55175,5731,City,2024-11-03,2,1146,48,Under Warranty,8666,11138,125528,2023,227268,20,4.1,0,Automatic,0.67,8210,1,2019,103.9159991524434,5.59973633697387,0.820856310873542,0.4216485232376923,0.9629048043045858,1.1098142389073653,1.0181627782962317
CUST05749,Jordanian,Fleet,High,69,0.16,Mercedes,G-Class,Premium,2024,Inline-4,Petrol,Black,256314,2022-06-05,Showroom,5,243498.3,Bank Loan,142150,67,Medium-Moving,0.09,35073,5739,Highway,2023-02-04,0,2559,46,Under Warranty,4735,6066,393366,2024,266296,7,4.2,0,Automatic,1.18,3169,1,2019,116.87496940092467,5.4085190695827325,0.9760770971091426,0.9823810579299104,1.022091545236014,1.2751865160668951,0.7438630412183871
CUST05755,Pakistani,Individual,High,45,0.35,Nissan,Patrol,Base,2023,V8,Diesel,White,170569,2023-04-24,Fleet Sales,8,156923.48,Bank Loan,89007,137,Slow-Moving,0.24,12855,2381,City,2024-02-08,8,2481,11,Under Warranty,14276,9314,451216,2017,266617,14,3.8,0,Automatic,0.88,2935,1,2019,83.53970008207678,5.290495490662099,0.46044434781388366,1.053297219434189,1.1742890671980184,0.9771548523178474,1.1012381069987214
CUST05788,Jordanian,Corporate,High,85,0.26,Mercedes,E-Class,Premium,2021,V6,Electric,Gray,234673,2023-12-09,Fleet Sales,5,222939.35,Cash,108895,14,Medium-Moving,0.25,48398,2791,Highway,2024-03-17,8,2292,13,Out of Warranty,5503,5362,279590,2025,205981,5,3.5,0,Automatic,0.97,8545,1,2019,87.83931449676581,6.600763077175623,0.4005531555504837,0.4425386293411901,0.7726771102434526,0.7291092849819553,1.1004067550929002
