customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value,year,car_price_qar,monthly_sales,dealer_rating,promotion_active,transmission,market_demand_index,maintenance_cost_qar,sale_month,sale_year,auto_loan_interest_rate,financing_subsidy_index,petrol_price_per_liter,diesel_price_per_liter,electricity_tariff_kwh,fuel_price_trend_flag,oem_supply_constraint_index,shipping_lead_time_days,model_supply_cap_flag,competitor_price_index,competitor_discount_intensity,new_competitor_launch_flag,ramadan_eid_flag,year_end_promo_flag,model_year_changeover_flag,public_holiday_flag,used_car_price_index,trade_in_value_index,auction_clearance_rate,avg_temperature_celsius,extreme_heat_days,sandstorm_frequency,rainfall_mm
CUST03314,Qatari,Individual,Medium,97,0.05,Nissan,Altima,Base,2022,Inline-4,Electric,Black,279221,2023-12-27,Showroom,6,262467.74,Bank Loan,15953,143,Slow-Moving,0.2,51773,2503,City,2025-09-06,7,2438,47,Under Warranty,22124,2702,426291,2022,148187,11,4.4,0,Automatic,1.29,5529,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03342,Indian,Fleet,Low,65,0.12,Mercedes,G-Class,Premium,2021,V8,Petrol,Blue,250808,2022-09-25,Showroom,6,235759.52,Lease,58155,105,Medium-Moving,0.19,46818,3434,Mixed,2024-03-09,1,1021,78,Under Warranty,19294,2831,186169,2023,225791,3,4.7,1,Manual,1.07,5459,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03350,Indian,Individual,Low,41,0.12,Toyota,Camry,Premium,2021,Inline-4,Diesel,Black,163148,2022-09-20,Fleet Sales,6,153359.12,Cash,107594,163,Medium-Moving,0.13,7132,3013,City,2024-06-04,8,2881,79,Under Warranty,13205,3854,507173,2019,142327,44,4.0,0,Manual,1.29,4720,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03369,Jordanian,Corporate,Medium,77,0.21,BMW,X5,Premium,2021,V6,Hybrid,Silver,365961,2023-03-19,Online,6,344003.34,Lease,130417,171,Fast-Moving,0.16,111681,5814,City,2024-10-16,2,1833,31,Under Warranty,20562,13221,567900,2018,231914,40,3.7,1,Automatic,0.79,7829,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03398,Qatari,Individual,High,41,0.24,Lexus,RX350,Mid,2021,Inline-4,Petrol,Black,187612,2023-08-02,Fleet Sales,8,172603.04,Lease,97754,102,Medium-Moving,0.2,115508,3428,Highway,2024-07-08,2,3709,49,Out of Warranty,3037,13736,350976,2019,184333,38,4.5,0,Manual,1.24,7436,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03518,Indian,Individual,High,87,0.18,Mercedes,E-Class,Mid,2023,V8,Petrol,White,201625,2023-07-15,Showroom,6,189527.5,Lease,18966,38,Slow-Moving,0.09,23613,4850,Mixed,2024-12-19,3,3986,80,Under Warranty,20779,110,332173,2024,134854,38,4.3,0,Automatic,0.79,1362,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03560,Indian,Corporate,Medium,41,0.16,Nissan,Patrol,Base,2021,Inline-4,Diesel,Black,400974,2023-07-31,Showroom,6,376915.56,Bank Loan,108567,159,Slow-Moving,0.24,98241,1595,Highway,2024-05-12,5,3161,88,Under Warranty,13347,14327,467264,2025,49407,8,4.3,0,Automatic,0.84,3036,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03676,Pakistani,Individual,Medium,100,0.08,BMW,X5,Mid,2021,V8,Petrol,Gray,274425,2022-02-08,Fleet Sales,2,268936.5,Bank Loan,191970,174,Fast-Moving,0.13,82529,3188,Highway,2022-04-23,4,3075,7,Out of Warranty,21350,13274,211135,2017,158371,2,4.5,0,Manual,0.89,909,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03898,Indian,Individual,High,67,0.33,Lexus,LX600,Mid,2023,V6,Petrol,Gray,204503,2022-03-05,Online,5,194277.85,Lease,1686,143,Fast-Moving,0.2,73700,3454,City,2023-11-30,6,3169,53,Out of Warranty,2419,4889,579756,2016,218951,4,4.4,1,Automatic,1.18,3024,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03907,Pakistani,Corporate,High,70,0.25,Mercedes,G-Class,Base,2023,V8,Hybrid,Gray,376314,2022-01-04,Showroom,1,372550.86,Cash,132075,85,Slow-Moving,0.18,57513,3658,City,2022-12-16,6,985,57,Under Warranty,5848,14621,543776,2019,273013,32,3.8,1,Manual,1.12,5590,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST03923,Filipino,Fleet,Medium,73,0.39,BMW,X5,Base,2021,Inline-4,Electric,Gray,128842,2023-12-23,Online,6,121111.48,Cash,49805,34,Slow-Moving,0.18,38966,3782,City,2024-10-31,2,3912,16,Under Warranty,1661,9300,93501,2016,179608,34,3.7,0,Automatic,1.06,3075,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04061,Pakistani,Corporate,Medium,74,0.15,Lexus,RX350,Base,2021,V8,Hybrid,Silver,233444,2023-08-02,Online,3,226440.68,Lease,55059,148,Slow-Moving,0.22,17431,4077,Highway,2024-05-20,4,2119,115,Out of Warranty,17511,7764,398969,2015,274317,15,4.2,0,Manual,0.72,2704,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04134,British,Corporate,Medium,69,0.38,BMW,X7,Mid,2021,Inline-4,Hybrid,Black,259139,2024-02-08,Online,3,251364.83,Lease,101920,77,Medium-Moving,0.11,84479,5310,Mixed,2024-08-01,2,929,29,Out of Warranty,6401,9143,185155,2016,161298,34,3.7,1,Automatic,1.09,3505,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04178,Pakistani,Fleet,Medium,86,0.25,BMW,X7,Base,2023,V6,Petrol,Blue,331971,2023-04-17,Fleet Sales,0,331971.0,Bank Loan,2668,21,Slow-Moving,0.1,23897,2568,Mixed,2024-11-02,6,3016,42,Out of Warranty,19514,4429,231464,2018,204770,22,4.0,0,Automatic,1.19,8613,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04207,Egyptian,Fleet,Low,56,0.29,Toyota,Camry,Base,2024,V6,Diesel,Gray,204035,2022-07-07,Showroom,2,199954.3,Cash,140183,12,Slow-Moving,0.23,110397,5954,City,2024-05-10,5,3765,92,Under Warranty,11119,8900,163455,2025,102156,9,3.8,0,Automatic,0.98,7026,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04284,Egyptian,Individual,High,48,0.23,Nissan,Altima,Platinum,2024,V6,Hybrid,White,226688,2022-09-11,Online,7,210819.84,Lease,73522,18,Fast-Moving,0.19,18122,4162,Highway,2023-10-11,7,2428,48,Out of Warranty,518,1706,413423,2024,139417,28,4.5,0,Automatic,0.94,1721,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04670,Indian,Individual,High,88,0.4,Lexus,RX350,Premium,2024,V6,Diesel,White,285818,2024-05-28,Online,7,265810.74,Bank Loan,64901,104,Slow-Moving,0.22,60694,2319,Highway,2024-07-17,4,3071,16,Out of Warranty,11392,5550,277770,2020,88257,4,4.1,1,Manual,0.72,3097,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04742,Pakistani,Individual,High,88,0.15,BMW,X7,Mid,2021,V8,Diesel,Black,371337,2024-03-31,Fleet Sales,2,363910.26,Bank Loan,259942,32,Slow-Moving,0.1,80607,1860,Highway,2025-01-29,6,2968,15,Under Warranty,19350,1785,254650,2020,331196,44,4.1,0,Automatic,1.17,3245,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04812,British,Individual,Low,91,0.24,Mercedes,G-Class,Mid,2021,V6,Electric,Blue,391151,2024-03-29,Online,1,387239.49,Lease,209178,17,Fast-Moving,0.22,9988,2421,City,2025-10-29,7,1416,48,Out of Warranty,471,11918,576677,2021,162192,13,4.1,0,Automatic,1.18,3081,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04819,British,Fleet,Low,82,0.23,Nissan,Patrol,Premium,2023,V6,Electric,Gray,345263,2022-12-05,Online,1,341810.37,Bank Loan,259133,26,Slow-Moving,0.21,10780,5120,Highway,2023-11-10,2,1915,98,Out of Warranty,23339,12349,278077,2021,72355,13,3.5,0,Automatic,0.65,6005,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04858,Filipino,Corporate,Low,88,0.17,BMW,X5,Platinum,2023,Inline-4,Hybrid,Blue,89336,2022-07-31,Online,3,86655.92,Lease,51290,109,Medium-Moving,0.1,60080,1382,City,2024-01-28,8,3155,33,Out of Warranty,8250,11659,385082,2022,288928,29,4.5,0,Automatic,0.74,1567,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04871,Qatari,Individual,High,79,0.11,Toyota,Camry,Platinum,2021,V6,Hybrid,Black,447340,2023-02-22,Online,6,420499.6,Bank Loan,127727,160,Slow-Moving,0.21,112338,1812,Highway,2023-07-03,1,3940,120,Under Warranty,24802,11161,599805,2018,322320,8,3.9,0,Automatic,1.07,2909,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST04920,Filipino,Individual,Medium,83,0.24,Nissan,Patrol,Premium,2021,V6,Diesel,White,167617,2023-07-21,Showroom,1,165940.83,Lease,14299,180,Fast-Moving,0.16,39763,1970,City,2023-11-25,5,1801,54,Under Warranty,20367,14609,225812,2023,340434,36,4.6,0,Automatic,1.01,1746,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05074,British,Individual,Low,42,0.09,Lexus,RX350,Base,2023,Inline-4,Diesel,Silver,131885,2022-08-09,Showroom,3,127928.45,Bank Loan,37176,21,Fast-Moving,0.23,47630,1888,Highway,2024-03-13,7,1915,65,Out of Warranty,6380,12603,371227,2016,193455,28,4.1,0,Automatic,0.88,5533,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05245,Indian,Fleet,High,40,0.3,BMW,X7,Platinum,2023,V6,Electric,Gray,88808,2023-10-19,Fleet Sales,0,88808.0,Cash,26219,85,Fast-Moving,0.19,55706,3734,Highway,2024-06-19,1,2376,64,Out of Warranty,2111,14618,558076,2019,326840,7,4.3,0,Automatic,0.82,7956,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05481,Jordanian,Individual,Low,89,0.14,Lexus,RX350,Mid,2024,Inline-4,Petrol,Blue,384098,2022-12-19,Online,0,384098.0,Lease,22115,178,Fast-Moving,0.2,55175,5731,City,2024-11-03,2,1146,48,Under Warranty,8666,11138,125528,2023,227268,20,4.1,0,Automatic,0.67,8210,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05749,Jordanian,Fleet,High,69,0.16,Mercedes,G-Class,Premium,2024,Inline-4,Petrol,Black,256314,2022-06-05,Showroom,5,243498.3,Bank Loan,142150,67,Medium-Moving,0.09,35073,5739,Highway,2023-02-04,0,2559,46,Under Warranty,4735,6066,393366,2024,266296,7,4.2,0,Automatic,1.18,3169,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05755,Pakistani,Individual,High,45,0.35,Nissan,Patrol,Base,2023,V8,Diesel,White,170569,2023-04-24,Fleet Sales,8,156923.48,Bank Loan,89007,137,Slow-Moving,0.24,12855,2381,City,2024-02-08,8,2481,11,Under Warranty,14276,9314,451216,2017,266617,14,3.8,0,Automatic,0.88,2935,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05788,Jordanian,Corporate,High,85,0.26,Mercedes,E-Class,Premium,2021,V6,Electric,Gray,234673,2023-12-09,Fleet Sales,5,222939.35,Cash,108895,14,Medium-Moving,0.25,48398,2791,Highway,2024-03-17,8,2292,13,Out of Warranty,5503,5362,279590,2025,205981,5,3.5,0,Automatic,0.97,8545,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05826,Pakistani,Fleet,High,42,0.27,Nissan,Altima,Platinum,2023,V6,Petrol,Gray,104831,2023-07-07,Showroom,8,96444.52,Lease,48793,99,Medium-Moving,0.25,94439,2909,Mixed,2024-12-07,4,3863,33,Out of Warranty,22761,8700,185574,2017,320262,38,4.6,0,Automatic,0.93,6133,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05922,Indian,Fleet,Medium,47,0.19,Mercedes,E-Class,Premium,2023,Inline-4,Petrol,Gray,129410,2022-04-02,Showroom,3,125527.7,Lease,75763,28,Fast-Moving,0.18,14309,3869,Highway,2022-05-02,8,2477,30,Out of Warranty,11078,29,563602,2019,277046,44,4.1,0,Automatic,1.17,3050,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST05962,Jordanian,Corporate,Low,41,0.26,BMW,X7,Platinum,2021,Inline-4,Diesel,White,291594,2022-11-17,Fleet Sales,4,279930.24,Bank Loan,13590,105,Fast-Moving,0.16,116167,2025,City,2023-12-07,3,2421,81,Under Warranty,3145,4712,530517,2017,280741,29,3.8,0,Automatic,1.04,2023,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06065,Qatari,Corporate,Low,55,0.26,BMW,X5,Mid,2022,V6,Hybrid,White,139353,2022-01-17,Fleet Sales,6,130991.82,Lease,24127,116,Medium-Moving,0.11,56013,4223,Mixed,2023-11-24,5,1432,71,Out of Warranty,11466,9052,223171,2021,118470,12,4.3,0,Automatic,0.88,4631,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06107,Filipino,Fleet,Medium,81,0.27,BMW,X7,Base,2022,V6,Electric,Silver,166247,2023-12-01,Fleet Sales,6,156272.18,Lease,101606,40,Slow-Moving,0.1,110647,5392,Mixed,2025-07-04,6,1771,68,Under Warranty,11244,245,313172,2019,85528,41,4.5,0,Automatic,1.01,4280,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06318,British,Corporate,Medium,88,0.27,Mercedes,G-Class,Base,2023,V6,Diesel,White,442539,2024-03-16,Showroom,4,424837.44,Bank Loan,131116,50,Slow-Moving,0.12,16086,1935,Highway,2025-08-30,1,3634,93,Out of Warranty,21233,6488,442419,2021,208167,10,4.9,1,Manual,0.96,8731,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06332,Indian,Fleet,High,85,0.21,BMW,X5,Mid,2021,Inline-4,Hybrid,Black,348935,2022-01-10,Fleet Sales,0,348935.0,Bank Loan,251511,96,Slow-Moving,0.12,52843,1018,Highway,2023-11-19,2,2751,95,Out of Warranty,3234,8008,325145,2022,327490,20,4.2,1,Automatic,0.65,8135,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06656,Filipino,Fleet,High,78,0.05,Nissan,Patrol,Mid,2024,V8,Hybrid,Gray,127872,2023-08-13,Showroom,7,118920.96,Cash,76042,102,Slow-Moving,0.11,98162,2076,Mixed,2024-11-03,6,1637,100,Under Warranty,14955,10291,464017,2021,258989,12,4.9,1,Automatic,1.18,3770,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06835,Filipino,Corporate,Low,41,0.39,Mercedes,G-Class,Mid,2021,Inline-4,Hybrid,White,419107,2023-01-06,Showroom,3,406533.79,Cash,304844,143,Slow-Moving,0.17,65120,4556,Highway,2023-09-03,2,1877,91,Under Warranty,17166,5045,524968,2016,222219,31,3.7,1,Manual,1.16,3945,1,2019,,,,,,,,,,,,,,,,,,,,,,,
CUST06884,Jordanian,Individual,Low,50,0.44,Nissan,Patrol,Premium,2024,V6,Diesel,White,232330,2024-01-05,Fleet Sales,1,230006.7,Bank Loan,148597,124,Fast-Moving,0.14,66482,3539,Mixed,2025-08-09,6,2175,90,Under Warranty,20149,3033,453601,2016,321229,15,4.2,1,Automatic,1.03,4979,1,2019,,,,,,,,,,,,,,,,,,,,,,,
